,nctid,title
232,NCT01166412,"A Multi-center, Open-label, Randomized, Parallel Group Study to Evaluate Pharmacokinetic Profile, Effects on the Mechanisms of Contraceptive Efficacy and Safety of Two Progestin-only Patches Containing Different Doses of Levonorgestrel (LNG)"
233,NCT01023945,A Study of ASP1941 in Japanese Patients With Type 2 Diabetes Mellitus
234,NCT00078637,Dosing and Safety Study of E7820 in Patients With a Malignant Solid Tumor or Lymphoma
235,NCT01034592,Pilot Lenalidomide in Adult Diamond-Blackfan Anemia Patients w/ RBC Transfusion-Dependent Anemia
236,NCT00113529,Study Of SU011248 Plus Gefitinib (Iressa) In Patients With Advanced Renal Cell Carcinoma
237,NCT01607125,Exploratory Study of the Effects of Vortioxetine (Lu AA21004) on Cognition and Blood Oxygen Level Dependent (BOLD) Functional Magnetic Resonance Imaging (fMRI) Signals in Subjects Remitted From Depression and in Controls
238,NCT01469923,"To Assess the Safety, Tolerability, Pharmacokinetics and Pharmakodynamics of AZD2820 After Multiple Ascending Doses"
239,NCT01411267,AC220 for Children With Relapsed/Refractory ALL or AML
240,NCT00384228,A Phase l/ll Study of AMN107 in Adult Patients With Glivec-intolerant CML or Relapsed-refractory Ph+ALL
241,NCT00003005,Chemotherapy With Cordycepin Plus Pentostatin in Treating Patients With Refractory Acute Lymphocytic or Chronic Myelogenous Leukemia
242,NCT01494012,Phase I Stereotactic Body Radiation for Metastatic or Recurrent Platinum-Resistant Ovarian Cancer
243,NCT01159847,Protective Effects of Sitagliptin on β Cell Function in Patients With Adult-onset Latent Autoimmune Diabetes (LADA)
244,NCT00704691,"Lenalidomide Therapy for Patients With Relapsed and/or Refractory, Peripheral T-Cell Lymphomas"
245,NCT01360827,EMD 1201081 + 5-FU + Cisplatin + Cetuximab in Subjects With Recurrent / Metastatic Squamous Cell Carcinoma of the Head and Neck
246,NCT00657280,Study of the Effect of Sitagliptin on Glucose (Sugar) Metabolism in Patients With Heart Failure
247,NCT00176241,Phase I Trial of Biweekly Gemcitabine & Paclitaxel & Low-Dose Radiation for Metastatic or Recurrent Head & Neck Cancer
248,NCT01619332,"Clinical Safety, Tolerability, Pharmacokinetics and Pharmacodynamics of LEZ763"
249,NCT01132625,Dose Escalation Study of AUY922 in Advanced Solid Malignancies in Japan
250,NCT01188707,A Trial of Belinostat in Combination With Erlotinib in Patients With Non-small Cell Lung Cancer
251,NCT01020305,Temsirolimus to Reverse Androgen Insensitivity for Castration-resistant Prostate Cancer
252,NCT01058655,"RAD001 and AV-951 in Patients With Refractory, Metastatic Colorectal Cancer"
253,NCT00623064,"Lapatinib, Cisplatin, Gemcitabine as First-Line Therapy in Treating Patients With Locally Advanced or Metastatic Urothelial Cancer"
254,NCT01857115,"Study of Weekly Carfilzomib, Cyclophosphamide and Dexamethasone In Newly Diagnosed Multiple Myeloma Patients (wCCyd)"
255,NCT02245438,Effect of Tipranavir and Ritonavir on the Pharmacokinetic Characteristics of Norethindrone-Ethinyl Estradiol in Healthy Female Adult Volunteers
256,NCT00063583,Pirfenidone: A New Drug to Treat Kidney Disease in Patients With Diabetes
257,NCT00102622,Intraperitoneal tgDCC-E1 and Intravenous Paclitaxel in Women With Platinum-Resistant Ovarian Cancer
258,NCT00456833,Combination of RAD001 and Erlotinib in Patients With Advanced Non Small Cell Lung Cancer Previously Treated Only With Chemotherapy
259,NCT00277758,Safety Study of Low Dose Interleukin 2 (IL-2) Plus PEG-IFN/RBV In Chronic Hepatitis C Virus Genotype I
260,NCT02043756,Phase I and Pharmacokinetic Study of Mitoxantrone Hydrochloride Liposome Injection
261,NCT01187836,Study to Evaluate the Effects of TRV120027 in Patients With Heart Failure
262,NCT01062152,Dose-Ranging Study of Telintra® Tablets + Revlimid® in Patients With Non-Deletion (5q) Low to Intermediate-1 Risk Myelodysplastic Syndrome (MDS)
263,NCT00724984,Study of the Safety and Tolerability of PCI-24781 in Patients With Lymphoma
264,NCT00650572,A Study of ARRY-380 in Patients With Advanced HER2+ Cancer
265,NCT01775189,"A Study to Characterize the Abuse Liability of ALO-02 in Healthy, Non-Dependent, Recreational Opioid Users When ALO-02 Capsules Are Crushed and Snorted"
266,NCT01211626,"Study of ANA773 in Healthy Volunteers and Patients With Hepatitis C Virus (HCV) to Assess Safety, Tolerability, Pharmacokinetics (PK) and Pharmacodynamics (PD)"
267,NCT01188304,A Study of Aleglitazar in Combination With Aspirin in Healthy Volunteers
268,NCT00424645,Voraxaze for Delayed Methotrexate Clearance
269,NCT01278056,The Impact of Deferasirox on Non-Alcoholic-Steatohepatitis
270,NCT01313390,"Everolimus and Docetaxel in Treating Patients With Recurrent, Locally Advanced, or Metastatic Head and Neck Cancer"
271,NCT00547053,Amiloride Solution and Tobramycin Solution for Inhalation for the Eradication of Burkholderia Dolosa in Patients With Cystic Fibrosis
272,NCT01120834,Study of 5-azacitidine in Combination With Vorinostat in Patients With Relapsed or Refractory Diffuse Large b Cell Lymphoma (DLBCL)
273,NCT00316407,Lapatinib/Carboplatin/Paclitaxel in Previously Treated Ovarian or Breast Cancer Patients
274,NCT01474083,"A 6 Week Pharmacokinetics, Pharmacodynamics, Safety and Tolerability of GK1-399 in Type 2 Diabetes"
275,NCT01522391,"A Randomized, Double-blinded Placebo-controlled Study to Investigate Antimicrobial Efficacy and Safety Following Topical Application of DPK-060"
276,NCT00467116,PhI Study of Erbitux & Gemcitabine w/Radiation Therapy for Locally Adv. Pancreas Ca
277,NCT00326586,A Phase I Dose-Escalation Study of BMS-641988 in Patients With Castration-Resistant Prostate Cancer
278,NCT01590407,"First in Human Study of ALS-002200; Single Dose, Food Effect in Healthy Volunteers; Multiple Doses in Chronic Hepatitis C Genotype 1"
279,NCT00122876,Tumor Ablation With Talaporfin Sodium and Interstitial Light Emitting Diodes Treating Hepatocellular Carcinoma (HCC)
280,NCT00635557,Phase 1 Study of MPC-6827 and Carboplatin in Recurrent/Relapsed Glioblastoma Multiforme
281,NCT01335074,Temsirolimus + Sorafenib in Advanced Hepatocellular Carcinoma (HCC)
282,NCT01372761,"Pharmacokinetics, Safety, Tolerability and Efficacy of Intravenous Doses of ZGN-433 in Obese Female Volunteers"
283,NCT00593008,Temsirolimus in Combination With Gemcitabine in Previously Untreated Metastatic Pancreatic Cancer
284,NCT00509899,Open Label Ruxolitinib (INCB018424) in Patients With Myelofibrosis and Post Polycythemia Vera/Essential Thrombocythemia Myelofibrosis
285,NCT01536704,Nicotine Lozenge Bioequivalence Study
286,NCT00253318,RAD001 Plus Docetaxel in Patients With Metastatic Breast Cancer
287,NCT01026428,A Study to Assess the Effect of Safinamide on Levodopa Pharmacokinetics
288,NCT01060904,A Phase 1 Study of Brentuximab Vedotin Combined With Multi-Agent Chemotherapy for Hodgkin Lymphoma
289,NCT00508365,Evaluation of Potential for Orthostatic Hypotension in Elderly Hypertensives
290,NCT01217736,Direct Renin Inhibition and the Kidney
291,NCT00473746,Abiraterone Acetate Dose-Escalation Study in Hormone Refractory Prostate Cancer
292,NCT00579137,Allogeneic SCT Of Pts With SCID And Other Primary Immunodeficiency Disorders
293,NCT01292135,Safety and Tolerability Study of PCI-32765 Combined With Fludarabine/Cyclophosphamide/Rituximab (FCR) and Bendamustine/Rituximab (BR) in Chronic Lymphocytic Leukemia (CLL)
294,NCT01843972,Safety of Single Rising Doses and Relative Bioavailability of BI 691751
295,NCT01346163,Add On Treatment for Cognitive Deficits in Schizophrenia
296,NCT00078390,Study of S-3304 in Patients With Locally Advanced Non-Small Cell Lung Cancer
297,NCT01106859,Driving Performance After Middle of the Night Administration of 3.5 mg Zolpidem Tartrate Sublingual Tablet
298,NCT00650923,"Aflibercept, Radiation Therapy, and Temozolomide in Treating Patients With Newly Diagnosed or Recurrent Glioblastoma Multiforme, Gliosarcoma, or Other Malignant Glioma"
299,NCT01404390,Japanese BAY80-6946 Monotherapy Phase I Study
300,NCT01924767,"Safety, Tolerability, Pharmacokinetics and Pharmacodynamics of Multiple Rising Doses of BI 10773 Tablets"
301,NCT00709722,Safety and Efficacy on Deoxyspergualin (NKT-01) in Patients With Lupus Nephritis
302,NCT01188317,A Study of Aleglitazar in Combination With Ibuprofen in Healthy Volunteers
303,NCT01245660,A Phase 0 of Neoadjuvant Lapatinib in Infiltrative Bladder Carcinoma Before Cystectomy
304,NCT01016223,A Randomized Double Blind Placebo Controlled Study of the Effect of Swallowed Beclomethasone Dipropionate on Inflammatory Markers in Adult Patients With Eosinophilic Esophagitis
305,NCT00489359,Trial of Pemetrexed and Carboplatin in Patients With Recurrent Ovarian or Primary Peritoneal Cancer
306,NCT00375310,"Phase I Study of Gemcitabine, Sorafenib and Radiotherapy in Patients With Unresectable Pancreatic Cancer"
307,NCT00862836,Addition of Vandetanib to Standard Therapy Pegliposomal Doxorubicin (PLD)
308,NCT01909778,Open Label Single Dose Phase I Trial of BI 201335 to Study Pharmacokinetics and Safety in Patients With Compensated Liver Cirrhosis
309,NCT02256761,"Safety, Pharmacokinetics, and Pharmacodynamics of BIRT 2584 XX Administered as Multiple Doses and Safety and Pharmacokinetics of BIRT 2584 XX Administered With and Without Food as Single Dose to Healthy Male Volunteers"
310,NCT00357305,"Vorinostat, Cytarabine, and Etoposide in Treating Patients With Relapsed and/or Refractory Acute Leukemia or Myelodysplastic Syndromes or Myeloproliferative Disorders"
311,NCT01496534,Phase Ib Study of Gemcitabine Plus Cisplatin or Carboplatin Plus Dovitinib in Patients With Advanced Solid Tumors
312,NCT01841112,"Safety, Tolerability and Pharmacokinetics of BI 409306 Tablets in Healthy Asian Male Volunteers"
313,NCT01702376,"This Study Will Investigate the Effect of Single Oral Doses of Retosiban on Cardiac Repolarization, With Moxifloxacin as a Positive Control in Healthy Volunteers."
314,NCT01440127,Impact of Pretreatment With Metformin on Colorectal Cancer Stem Cells (CCSC) and Related Pharmacodynamic Markers
315,NCT00338494,Dose Escalation Study of Clofarabine in Patients With Relapsed or Refractory Low Grade or Intermediate-Grade B-Cell Lymphoma
316,NCT00496028,Phase I Study in Patients With Solid Tumours
317,NCT01519011,"Study to Evaluate Pharmacokinetics, Food Effect, Safety and Efficacy of Oral Azacitidine"
318,NCT00532090,A Multiple Ascending Dose Study of R4733 in Patients With Advanced Solid Tumors.
319,NCT00546585,"Safety, Reactogenicity, and Immunogenicity of Inactivated Influenza A/H7/N7 Vaccine in Healthy Adults"
320,NCT00378404,Phase I Trial of Docetaxel and Low-Dose Fractionated Radiation in the Treatment of Metastatic or Recurrent NSCLC
321,NCT00634751,"CO07204-Phase I/II of Oxaliplatin, Capecitabine & Sorafenib for Advanced Pancreatic & Biliary Carcinoma"
322,NCT00280150,"Combination Chemotherapy, Bev, RT, and Erlotinib in Treating Patients With Stage III Non-Small Cell Lung Cancer"
323,NCT00689000,Safety and Anti-Disease Activity of CHR-2797 (Tosedostat) in Elderly and/or Treatment Refractory Patients With Acute Myeloid Leukemia (AML) and Multiple Myeloma (MM)
324,NCT00215605,Study of XL184 (Cabozantinib) in Adults With Advanced Malignancies
325,NCT01238146,"Obatoclax Mesylate, Rituximab, and Bendamustine Hydrochloride in Treating Patients With Relapsed or Refractory Non-Hodgkin Lymphoma"
326,NCT01317641,Safety and Pharmacokinetics Study of ODM-201 in Castrate Resistant Prostate Cancer
327,NCT00352105,"Cisplatin, Fluorouracil, Iressa, and Radiation Therapy Patients With Locally Advanced Head and Neck Cancer"
328,NCT02720926,Study of TKI 258 in Combination With Xeloda and Oxaliplatin in Advanced Colorectal and Gastric Cancer
329,NCT01090622,Study of XPF-001 in the Treatment of Pain From Primary/Inherited Erythromelalgia (IEM)
330,NCT01183559,"A Trial of ZD6474, Paclitaxel, Carboplatin, 5-Fluorouracil, and Radiation Therapy Followed by Surgery"
331,NCT01028911,"A Study to Evaluate the Safety, Tolerability, and Blood Levels of PF-03654746 in Subjects With Mild to Moderate Alzheimer's Disease"
332,NCT01115803,A Study of LY2584702 With Erlotinib or Everolimus in Participants With Solid Tumors
333,NCT01512758,A Study of Alisertib (MLN8237) in Adult East Asian Participants With Advanced Solid Tumors or Lymphomas
334,NCT00005612,Combination Chemotherapy Followed by Peripheral Stem Cell Transplantation in Treating Patients With Ovarian Epithelial Cancer
335,NCT00358319,Phase I/II Trial of Valproic Acid and Karenitecin for Melanoma
336,NCT00098332,"Forodesine (BCX-1777) in Treating Patients With Refractory Stage IIA, Stage IIB, Stage III, Stage IVA, or Stage IVB Cutaneous T-Cell Lymphoma"
337,NCT01516983,Icotinib Combined With WBRT For NSCLC Patients With Brain Metastases and EGFR Mutation
338,NCT01133756,E7080 in Combination With Carboplatin + Gemcitabine Versus Carboplatin + Gemcitabine Alone as Second Line Therapy in Patients With Platinum-Sensitive Recurrent Ovarian Cancer by CA125
339,NCT00993642,ERB-B4 After Treatment With HDAC Inhibitor in ER+ Tamoxifen Refractory Breast Cancer
340,NCT00338182,AZD1152 in Patients With Advanced Solid Malignancies
341,NCT01145885,BI 6727 (Volasertib) Human ADME Trial in Various Solid Tumours
342,NCT00660972,Study of Viral Load Decay Rates in HIV Infected Participants Starting Treatment With Raltegravir (RAL) and Emtricitabine/Tenofovir Disoproxil Fumarate (TDF)
343,NCT00646776,Drug Interaction Study
344,NCT01258608,Study of Mapatumumab in Combination With Sorafenib in Subjects With Advanced Hepatocellular Carcinoma
345,NCT01086332,Evaluation of Nelfinavir and Chemoradiation for Pancreatic Cancer
346,NCT00460603,Study With AG-013736 Combined With Chemotherapy And Bevacizumab In Patients With Metastatic Colorectal Cancer
347,NCT00526799,Sorafenib + Topotecan for Platinum-Resistant Recurrent Ovarian Cancer
348,NCT00260741,Cannabis for Spasticity in Multiple Sclerosis
349,NCT01090167,A Study of Clofarabine in Japanese Patients With Acute Myeloid Leukemia (AML)
350,NCT01081158,"Safety, Tolerability, PK and PD of SCH 900518 in Naive or Treatment-Experienced Subjects Infected With HCV Genotype 1 (Protocol No. P04695)"
351,NCT01342172,"Gemcitabine, Cisplatin, Plus Lenalidomide as First-line Therapy for Patients With Metastatic Urothelial Carcinoma"
352,NCT00158886,Oral Topotecan As A Radiosensitizing Agent In Rectal Cancer
353,NCT01152801,Safety of RAD001 in Chinese Patients With Metastatic Renal Cell Cancer
354,NCT00729638,RAD001 and Lenalidomide in the Treatment of Subjects With Relapsed and Relapsed/Refractory Multiple Myeloma
355,NCT01500382,A Study of the Pharmacokinetics and Pharmacodynamics of Vibegron (MK-4618) in Women With Overactive Bladder (MK-4618-004)
356,NCT00637390,A Phase I Study of Alemtuzumab in Patients With Relapsed Ovarian/Primary Peritoneal Cancer.
357,NCT00412581,Lenalidomide and Dacarbazine (DTIC) in Patients With Metastatic Melanoma
358,NCT01671787,A Phase 1b Study Assessing GS-7340 in Treatment-Naive Adults With Chronic Hepatitis B
359,NCT01900184,Study of the Product QGC001 as a Single Dose and Multiple Doses Administered Orally to Healthy Adult Subjects
360,NCT00728845,"Hydroxychloroquine, Carboplatin, Paclitaxel, and Bevacizumab in Recurrent Advanced Non-Small Cell Lung Cancer"
361,NCT01016860,OSI-906 and Irinotecan in Patients With Advanced Cancer
362,NCT00504842,Transcranial Ultrasound in Clinical SONothrombolysis
363,NCT01603121,Lisofylline as Continuous Subcutaneous and Intravenous Administration in Subjects With Type 1 Diabetes Mellitus
364,NCT00098839,Chemoimmunotherapy With Epratuzumab in Relapsed Acute Lymphoblastic Leukemia (ALL)
365,NCT01316315,Study to Evaluate the Bronchoprotective Effects of a Single Dose of N6022 in Patients With Mild Asthma
366,NCT01200004,"Study of Grifola Frondosa (Maitake), Azacitidine, and Lenalidomide"
367,NCT00483899,Examine the Effect of Repeat Inhaled Doses of GW870086X on Lung Function in Mild Asthmatic Male Subjects
368,NCT01045421,"Alisertib in Adults With Nonhematological Malignancies, Followed by Alisertib in Lung, Breast, Head and Neck or Gastroesophageal Malignancies"
369,NCT01441232,A Study to Evaluate the Pharmacodynamic Effects of Single-Dose Co-Administration of LX4211 With Januvia® in Type 2 Diabetics
370,NCT00681798,Dose Escalation Study With Zactima and Chemotherapy in Metastatic Pancreas Carcinoma
